timestamp,trades,pret,target,gain,pct,cont,w,td,wd
2018-09-01 20:00:00,neo,0.020811566422668,0.0050584874865481,0.038341957783167,0.66835791156617,0,0.15537646613783435,0.5000055491595049,0.07768909527771108
2018-09-01 22:00:00,etc,-0.0043644352891063,0.0033215959489672,0.0122889502677638,0.5750852204557727,0,0.10202611785849328,0.5000091929494285,0.051013996850188495
2018-09-02 00:00:00,bnb,0.0052951935741381,0.0115098152486809,0.0141874720858214,0.7722941028277803,0,0.353535404405985,0.5000218192138716,0.17677541606759242
2018-09-02 02:00:00,eth,-0.0051514477934256,-0.0091270589617492,0.0100592004656141,0.4192697434969154,0,0.2803466790180736,0.500031831595265,0.1401822633910572
2018-09-02 04:00:00,icx,0.0384644690394941,0.0124679225725933,0.0459819218200934,0.880761354835728,0,0.3829646222435629,0.5000455089032023,0.19149973942170506
2018-09-02 06:00:00,vet,0.0258228097004078,0.0130478647273526,0.0348658142770708,0.8969783881997472,0,0.40077812139928615,0.500059822407538,0.20041303621175374
2018-09-02 08:00:00,xlm,-0.0008652081952751,0.0174422847195574,0.0078425998854893,0.2298607621212725,0,0.535757095041102,0.5000789565895037,0.2679208490735779
2018-09-02 10:00:00,nuls,-0.0020581713888514,0.0299598357647253,0.0151357915236699,0.2184803994940734,0,0.9202461050999884,0.5001118225218287,0.46022595679016953
2018-09-02 12:00:00,bnb,-0.0022379136971468,-0.0031029674680858,0.0231689729619385,0.2580843243034829,0,0.09531072697401055,0.5001152264763635,0.047666345806234134
2018-09-02 14:00:00,vet,0.0086209202683788,-0.004754426463986,0.0275808641999659,0.4652644196005545,0,0.14603692990262768,0.5001204420810029,0.07303605394305458
2018-09-02 16:00:00,ont,0.0219695072088902,-0.0077466069746798,0.0249251452730839,0.9046131062925848,0,0.23794472547085585,0.5001289401069126,0.11900304335376942
2018-09-02 18:00:00,neo,0.0154190064279123,0.0033652177599003,0.0323597521331146,0.8090935919322664,0,0.10336600509698934,0.5001326317499517,0.0516967121626362
2018-09-02 20:00:00,ltc,0.0023387692969484,-9.209493505206317e-05,0.0090239576559119,0.5932060505494676,0,0.00282878737876401,0.5001327327780725,0.0014147691621893646
2018-09-02 22:00:00,nuls,0.0148693543994691,0.0247478275109748,0.0324960427630571,0.6619646749486802,0,0.7601540961541287,0.5001598811386494,0.38019858237950643
2018-09-03 00:00:00,eos,0.0135609997240031,0.011069250666045,0.0223714407257938,0.8718797895872903,0,0.3400030257774933,0.5001720241038556,0.17006000160456422
2018-09-03 02:00:00,etc,0.0618332252654777,0.0133560442519094,0.0765644945723335,0.8060274078531146,0,0.4102441615128596,0.5001866756810526,0.20519866336467804
2018-09-03 04:00:00,ltc,0.0018060467029878,0.0042841028177494,0.0075685571058236,0.7874511384713526,0,0.13159047208541727,0.50019137534077,0.06582041921414607
2018-09-03 06:00:00,nuls,0.0078912642294876,0.0110574160044087,0.0211208691298508,0.5352515156001098,0,0.3396395123937249,0.5002035053233554,0.16988887464565644
2018-09-03 08:00:00,iota,0.007845812871067,0.028257605857814,0.0150652113087432,0.7959361163916382,0,0.8679604232250495,0.5002345039098991,0.4341837517254087
2018-09-03 10:00:00,etc,0.007293420100034,0.0040870545489998,0.0249056773168316,0.3434710225941219,0,0.12553793884533135,0.5002389874077151,0.06279897140924022
2018-09-03 12:00:00,icx,0.0106778996646552,-0.0155474422331221,0.0166235006593998,0.7093976841336908,0,0.4775551265252025,0.5002560429479481,0.2388998378850045
2018-09-03 14:00:00,neo,0.035860293072576,-0.0148167724131521,0.0482395684191999,0.996164358083176,0,0.4551118774626298,0.5002722969435718,0.2276798643045312
2018-09-03 16:00:00,etc,0.0265713695620499,0.0127263168126544,0.0358639585284573,0.8168881627671355,0,0.39090145790794495,0.5002862577099256,0.1955626275101198
2018-09-03 18:00:00,qtum,0.0025999793561498,-0.0044757177633445,0.0092178775595476,0.9226276969934464,0,0.13747611540961904,0.5002911675711903,0.06877808629143002
2018-09-03 20:00:00,neo,0.0133960893202252,-0.0059400626019819,0.0244813285677174,0.8803866351682482,0,0.18245492119686413,0.5002976838183758,0.0912817744760554
2018-09-03 22:00:00,vet,0.0391288218025429,0.0068935706867467,0.0529481516280113,0.8011592517108694,0,0.21174286883706048,0.5003052460636914,0.10593606809575748
2018-09-04 00:00:00,ont,0.006590826716731,-0.0012227455667728,0.0117940415466626,0.6848453053215278,0,0.03755784424812464,0.5003065874152718,0.018790436886453533
2018-09-04 02:00:00,ltc,0.0229091087989931,0.0075782475402292,0.0289491932417423,0.8267772420060143,0,0.2327733982637682,0.500314900750924,0.11645999964979249
2018-09-04 04:00:00,ont,0.0141133190688102,0.00098999266845,0.0308729949201124,0.499261337275297,0,0.030408607856632887,0.5003159867726332,0.01521391264617333
2018-09-04 06:00:00,vet,0.0048019388718314,-0.017072935805507,0.0263934308128194,0.8407974649548741,0,0.524412176389112,0.5003347157789328,0.2623816172246579
2018-09-04 08:00:00,icx,0.0364580584300931,0.0199794352872223,0.0392884826495801,0.9861286041614116,0,0.6136881940725207,0.5003566332144354,0.3070629586295735
2018-09-04 10:00:00,ltc,0.007255715890284,-0.0163646224146708,0.0179207785087719,0.6729520307274462,0,0.5026556272469223,0.5003745852011228,0.2515161009826889
2018-09-04 12:00:00,iota,0.020064684983853,-0.0045629744157068,0.0272516551820632,0.812893294871358,0,0.14015629013123793,0.5003795907829132,0.07013134710152008
2018-09-04 14:00:00,neo,0.0340334751817929,0.0033374296372834,0.0436058175268573,0.945430280324525,0,0.1025124653176975,0.5003832519423889,0.05129552076030083
